origen,fuente,palabras,caracteres,resumen,detalle_extra,fecha_proceso,texto
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,https://youtu.be/SnSdko5i3AQ,0,0,,Carga histórica,2026-04-27 00:29,
json,Archivo,704,4564,El avance de la inteligencia artificial en el mercado laboral argentino mantiene una tendencia soste...,Carga histórica,2026-04-27 00:29,"El avance de la inteligencia artificial en el mercado laboral argentino mantiene una tendencia sostenida, aunque acompañado por una creciente preocupación entre los trabajadores por el impacto que podría tener sobre el empleo.
El 57% de los argentinos ya usa inteligencia artificial en el trabajo, mientras crece el temor al reemplazo laboral
Ya el 57% de los trabajadores usa IA en sus tareas diarias, según Bumeran. Sin embargo, cuatro de cada diez creen que la tecnología reemplazará puestos laborales en el corto plazo.
-
El Ejecutivo apunta a ""trabajar más"" para reducir la pobreza y la llegada de inversiones aparece como clave
-
El repartidor de productos alimenticios no es emprendedor: la Corte bonaerense lo dejó en claro
Según el estudio anual sobre inteligencia artificial elaborado por Bumeran, el 57% de los trabajadores en Argentina ya utiliza herramientas de IA para realizar sus tareas, lo que representa una suba de dos puntos porcentuales frente a 2025.
El dato confirma una adopción progresiva de estas tecnologías en oficinas, empresas y actividades profesionales, en un contexto donde la percepción sobre su utilidad es prácticamente unánime: el 99% de los encuestados considera que la inteligencia artificial es una herramienta útil o muy útil para el trabajo cotidiano.
Federico Barni, CEO de Bumeran.com en Jobint, sostuvo que el estudio refleja una integración cada vez mayor de estas herramientas en el ámbito laboral. “En comparación con el año pasado, el uso de IA por parte de los trabajadores aumentó dos puntos, un crecimiento que, aunque es moderado, refuerza una tendencia sostenida”, señaló.
Aumenta la preocupación por el reemplazo laboral
Pese a la valoración positiva de la tecnología, el temor a la sustitución de puestos de trabajo también crece. El relevamiento muestra que el 41% de los trabajadores cree que la inteligencia artificial reemplazará tareas humanas en el futuro cercano. Un año atrás, esa percepción alcanzaba al 36%, lo que marca un aumento de cinco puntos porcentuales.
En el área de recursos humanos, la preocupación es aún mayor. El 68% de los especialistas consultados considera que ciertos perfiles laborales serán reemplazados por sistemas inteligentes en el corto o mediano plazo.
Sin embargo, la sustitución efectiva todavía es limitada: solo el 16% de las organizaciones locales reconoce haber reemplazado roles humanos por soluciones tecnológicas hasta el momento.
Qué puestos aparecen más expuestos
Los trabajadores perciben mayor vulnerabilidad en áreas vinculadas a tareas repetitivas o fácilmente automatizables. Marketing y publicidad encabezan la lista, con un 19% de casos que ya reportan impacto por el uso de IA. Le siguen los perfiles administrativos con 18%. Más atrás aparecen redacción, atención al cliente y reclutamiento de personal, con 9%.
Frente a este escenario, la mayoría de los trabajadores apuesta a reconvertirse. El 92% manifestó intención de capacitarse para mantenerse actualizado en su área profesional, mientras que el 95% busca adquirir nuevas habilidades que le permitan complementar la tecnología en lugar de ser reemplazado por ella.
Entre las principales inquietudes aparece la posibilidad de depender excesivamente de la tecnología. El 55% de los usuarios mencionó esta preocupación. Además, el 45% remarcó la necesidad de preservar el criterio humano en decisiones finales o tareas sensibles, mientras que el 38% señaló la seguridad de los datos como un punto crítico.
En cuanto a las desventajas percibidas, el 49% teme errores derivados de información incorrecta o incompleta y otro 49% advierte sobre una dependencia excesiva que reduzca autonomía profesional. A su vez, el 38% considera que la pérdida de empatía e intuición humana es uno de los principales riesgos.
Quiénes usan más la IA
El mayor nivel de adopción se concentra entre trabajadores de 31 a 50 años, que representan el 60% de los usuarios activos de estas herramientas. En contraste, los jóvenes de entre 18 y 30 años explican solo el 11% del uso habitual declarado.
Por sectores, Administración y Finanzas lideran la implementación con 16%, seguidos por áreas comerciales, tecnología y marketing. Los principales beneficios señalados por quienes ya usan inteligencia artificial están vinculados con eficiencia operativa.
El 61% asegura que agiliza significativamente sus tareas y el 60% destaca el ahorro de tiempo en procesos repetitivos. Pero esas mismas ventajas también alimentan dudas sobre la necesidad futura de mantener determinadas estructuras laborales humanas.
Dejá tu comentario"
json,Archivo,1435,9011,La irrupción de la Inteligencia Artificial (IA) en el ámbito laboral está redefiniendo el concepto d...,Carga histórica,2026-04-27 00:29,"La irrupción de la Inteligencia Artificial (IA) en el ámbito laboral está redefiniendo el concepto de empleo. Estamos inmersos en una transición del mercado que, a ojos de muchos, se siente desigual y hasta cruel: la capacidad de la IA para reducir puestos de trabajo parecería superar con creces la velocidad a la que se están generando las nuevas oportunidades asociadas a esta misma tecnología. Este desajuste no solo genera una inquietud generalizada, sino que también ejerce una presión económica y social considerable, especialmente sobre aquellos que intentan reinsertarse o, peor aún, aquellos que recién comienzan su camino profesional en un mercado que, lejos de expandirse, parece encogerse peligrosamente.
Si echamos un vistazo a las cifras recientes, la tendencia es clara. La ola de despidos está creciendo en Estados Unidos, con más de 806.000 recortes de empleo anunciados en lo que va de 2025, la cifra más alta para ese período desde 2020, según datos de Challenger, Gray & Christmas. A través de los primeros tres trimestres de 2025, las empresas han anunciado un total de recortes de empleo cercano al millón de posiciones, lo que representa el total más alto en lo que va del año desde 2020, y el quinto más alto en los 36 años que esta consultora lleva reportando esta información.
Mientras las compañías se suman a esta “era de eficiencia de la IA,” a menudo optando por más recortes y menos contrataciones
Lo que diferencia este período es la causa explícita de muchas de estas reducciones. A septiembre de 2025, el total de recortes específicamente atribuidos a la Inteligencia Artificial ascendió a 17.375, sumándose otros 20.219 cortes atribuidos a “Actualizaciones Tecnológicas” que, probablemente, incluyen la implementación de IA. Esto se contrapone con el crecimiento y valoración del mercado corporativo de ese mismo país. Mientras la valoración de las empresas crece, y sus estructuras logran escalas tecnológicas, el empleo se contrae.
Una brecha se generó desde el lanzamiento de ChatGPT, entre la valoración de mercado de las empresas que componen el SP500 y las nuevas solicitudes de empleo en el mismo mercado.
Mientras las compañías se suman a esta “era de eficiencia de la IA,” a menudo optando por más recortes y menos contrataciones, la creación de empleo no logra seguir el ritmo. Esta tendencia parecería estar replicándose globalmente. El reporte del World Economic Forum “Future of job”, el cual dedica una página completa a analizar la coyuntura Argentina, proyecta un crecimiento muy significativo en las automatizaciones de tareas. Para 2030 el porcentaje de tareas humanas reemplazadas por tecnología crecerá un 76%, pasando de un 26% actual a un 45%. En el otro extremo del mismo análisis se proyecta que, para 2030, sólo un 29% de las tareas operativas serán ejecutadas únicamente por humanos.
Para 2030 el porcentaje de tareas humanas reemplazadas por tecnología crecerá un 76%
La complejidad de esta transición golpea con particular dureza a dos grupos vulnerables: los trabajadores desplazados que buscan reinsertarse y, críticamente, los recién graduados universitarios. Para los desplazados, el desafío no es solo encontrar un nuevo trabajo, sino encontrar uno que no caiga rápidamente víctima de la siguiente ola de automatización. Los economistas de Goldman Sachs, aunque se muestran escépticos de que la IA provoque reducciones laborales masivas y persistentes durante la próxima década, reconocen que la innovación podría desplazar temporalmente entre el 6% y el 7% de la fuerza laboral estadounidense si la IA se adopta ampliamente. De hecho, incluso bajo sus estimaciones más conservadoras, alrededor del 2,5% del empleo en EEUU estaría en riesgo si los casos de uso actuales de la IA se expandieran por toda la economía.
Este fenómeno tiene una doble mirada que también evidencia el citado reporte del World Economic Forum. Si se analiza la mayor cantidad de nuevas posiciones creadas, desde una mirada porcentual, el mercado esta demandando roles tecnológicos: Big Data, fintech e AI. Sin embargo, los porcentajes representan las categorías de mayor crecimiento representativo, respecto del año anterior. Si miramos números absolutos, es decir, en millones de puestos nuevos, el ranking es diferente, con el puesto N°1 Puestos manuales en el Agro y Fábricas y el Puesto N°2 para choferes de vehículos medianos y servicios de delivery, los segmentos de Uber/Amazon, ambas posiciones que no implican formación académica o empleo corporativo.
La complejidad de esta transición golpea a dos grupos vulnerables: los trabajadores desplazados que buscan reinsertarse y los recién graduados universitarios
Históricamente, el desempleo causado por la adopción de tecnologías que ahorran mano de obra ha sido “friccional” y temporal, tendiendo a desaparecer en un par de años a medida que surgen nuevas ocupaciones. El 60% de los trabajadores actuales están en ocupaciones que no existían en 1940, lo que implica que más del 85% del crecimiento del empleo desde entonces ha sido resultado de la creación de puestos de trabajo impulsada por la tecnología. Podemos presuponer que el resultado final será positivo, pero el desafío es la transición.
Ahora bien, si miramos a los jóvenes profesionales que acaban de terminar su formación, nos encontramos ante lo que se ha denominado una “compresión generacional” o generational squeeze. La IA está reduciendo el mercado laboral para los recién graduados de manera especialmente intensa. Los roles de nivel inicial son los más afectados porque la tecnología es notablemente buena automatizando tareas que tradicionalmente eran manejadas por personal junior. Consultoras como McKinsey han implementado miles de agentes de IA para realizar tareas que antes hacían los trabajadores junior. El meollo del asunto, como explica Tristan L. Botelho, de Yale, es que gran parte del trabajo de nivel inicial es intensivo en conocimiento: recopilar, transcribir datos y armar visualizaciones básicas, tareas que la IA puede ejecutar “bastante bien”.
No es raro escuchar a gerentes decir: “Podemos reducir nuestra plantilla de nivel inicial”. Esta mentalidad se traduce en números concretos: las ofertas de empleo de nivel inicial, especialmente en roles corporativos, cayeron un 15% interanual en la plataforma Handshake. Al mismo tiempo, el número de empleadores que mencionan “IA” en sus descripciones de trabajo se ha disparado en un 400% en los últimos dos años.
El panorama para la Generación Z es desalentador. Casi la mitad de los solicitantes de empleo de la Gen Z en EEUU creen que la IA ha devaluado sus títulos universitarios. Los recién graduados se enfrentan a un mercado cada vez más ajustado; la tasa de desempleo para ellos ha escalado a un estimado de 6% en los doce meses previos a mayo, una cifra significativamente más alta que el promedio nacional de alrededor del 4%. Los jóvenes trabajadores en el sector tecnológico lo están sintiendo aún peor, con un aumento del desempleo de casi el 3% para los de 20 a 30 años en ese sector desde principios de 2025. Esto es una clara corroboración de los informes anecdóticos que señalan que la IA generativa está contribuyendo a las dificultades de contratación que enfrentan los recién egresados universitarios en tecnología.
Casi la mitad de los solicitantes de empleo de la Gen Z en EEUU creen que la IA ha devaluado sus títulos universitarios
Es importante notar que esta crisis de oportunidades se da en un contexto económico más amplio de desaceleración. Expertos indican que es difícil separar los efectos puros de la IA de las fuerzas mayores del mercado. En este panorama, la decisión de muchas empresas de recortar agresivamente los puestos de nivel inicial puede tener sentido en el balance de costos a corto plazo. Sin embargo, la estrategia a largo plazo podría resultar contraproducente. Existe el temor fundado de que las organizaciones que reducen demasiado la contratación de nivel inicial terminen perdiendo el talento esencial que alimenta su futura línea de liderazgo, es decir, a los futuros seniors y ejecutivos.
En resumidas cuentas, la promesa de que la IA creará más trabajos de los que destruye sigue siendo, por ahora, una promesa de largo aliento que contrasta con la realidad inmediata de los despidos y la falta de oportunidades para las nuevas generaciones. El desafío para la sociedad, las empresas y las instituciones educativas es mitigar el impacto de esta transición, proporcionando las herramientas de reconversión necesarias para los desplazados y asegurando que la “fluidez en IA” se convierta en un motor de creación de valor que beneficie, y no excluya, a las nuevas oleadas de talento. Mientras la adopción completa de la IA se juega, la potencial disrupción laboral y la identidad de los trabajos que serán desplazados sigue siendo una pregunta abierta. Lo que es incuestionable es que la urgencia de adaptarse es inminente.
El autor es CEO de Varegos, docente universitario especializado en IA y autor de “Humanware”"
